date,upc,item,paid
9/27/23,2113150111,Marie Callender's Chicken Pot Pie Frozen Meal,3.29
9/27/23,3663202600,Activia Strawberry Probiotic Low Fat Yogurt Cups,3.29
9/27/23,5480042331,Ben's Original Ready Rice Long Grain and Wild Flavored Rice,2.49
9/27/23,82926200008,Go's Cinnamon Raisin Oat Bar,2.79
9/27/23,82926200007,Go's Gluten Free Chocolate Chip Oat Bar,2.79
9/27/23,70816312058,Boulder Canyon Avocado Oil Classic Sea Salt Kettle Potato Chips,3
9/27/23,7490404011,Fresh Banana - Each,1.42
9/27/23,76634204044,Fresh California Yellow Peach – Each,2.39
9/27/23,1600012495,General Mills Honey Nut Cheerios Giant Size Cereal,4.99
9/27/23,4133104969,Goya Maria Chocolate Cookies,1.49
9/27/23,85312400711,Green Onions,0.99
9/27/23,4856407403,Guerrero Caseras Soft Taco Flour Tortillas,3.79
9/27/23,7094200244,GUM Tight Proxabrush,4.99
9/27/23,88810915002,Hostess Frosted Mini Chocolate Donettes,2.49
9/27/23,4222213016,Jennie-O All-Natural 85% Ground Turkey,2.99
9/27/23,1111096972,1 lb. Lean Ground Beef Chuck 80/20,9.98
9/27/23,1111058711,Aged Sharp White Cheddar Cheese Slices,2.49
9/27/23,1111058907,Colby Jack Shredded Cheese,2.99
9/27/23,1111058794,Havarti Cheese Slices,2.49
9/27/23,1111081689,White Unscented Facial Tissues With Lotion,1.5
9/27/23,1111096359,Wild Caught Boneless and Skinless Frozen Mahi Mahi,15.98
9/27/23,5190080746,Land O' Frost Bistro Favorites Applewood Smoked Turkey Breast,3.99
9/27/23,5190080745,Land O' Frost Bistro Favorites Black Forest Uncured Ham,2.99
9/27/23,76101004046,Medium Ripe Avocado,1.98
9/27/23,7.73E+11,Navel Oranges,0.99
9/27/23,7313000132,Oroweat Whole Grains 100% Whole Wheat Sandwich Bread,4.49
9/27/23,1111002333,Private Selection Wild Caught Mackerel Fillets in Extra Virgin Olive Oil,2.49
9/27/23,4636,Red Seeded Grapes,1.61
9/27/23,6414428263,Rotel Mild Diced Tomatoes & Green Chilies,1.25
9/27/23,85916200725,RXBAR Protein Bars Variety Pack,18.99
9/27/23,5400010183,Scott 1000 Regular Rolls 1 Ply Toilet Paper,5.29
9/27/23,7222010189,Seattle Sourdough Baking Co. Sandwich Round Sourdough Bread,4.99
9/27/23,1111091128,Simple Truth Organic Baby Spinach,3
9/27/23,81204900960,Simple Truth Organic Fresh Blueberries,8.99
9/27/23,80430504133,Small Gala Apple,2.07
9/27/23,63912389122,Snowfox California Roll (NOT AVAILABLE BEFORE 11:00 AM DAILY),6
9/27/23,8000051754,StarKist Selects E.V.O.O. Wild-Caught Pink Salmon in Extra Virgin Olive Oil,2.79
9/27/23,4816,Sweet Jewel Yams,1.11
9/27/23,4400006921,Wheat Thins Original Whole Grain Wheat Crackers Family Size,5.49
9/27/23,4083,White Potatoes,1.48
